Contour,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8
u6873,-174.525,18.062,23.8665,-2.23116,-5.19622,-5.82803,-0.748007,-9.00935
u6874,50.703,-7.46171,-2.70284,5.32178,15.4733,-12.9032,14.1609,2.76296
u6875,24.0594,-35.729,-25.5895,-0.46707,2.40534,-15.9958,5.30791,-4.10853
u6876,-62.6361,-11.3211,-7.81258,30.0968,6.68571,3.77472,0.263057,-0.310802
u6877,139.968,-4.564,-7.19173,-5.05551,21.5098,4.81254,-13.7876,-2.821
u6878,-11.3058,-36.0046,2.49475,-0.736775,-2.21373,3.39257,-5.03891,6.50287
u6879,12.3443,-43.3845,-22.9991,-9.30896,-6.48548,-0.626826,-1.52688,11.368
u688,38.4549,71.2919,-21.3607,-21.9022,16.907,20.8642,-8.80464,2.51606
u6880,-5.63661,-35.8704,-0.272066,1.46536,-3.78874,-8.54796,2.20061,1.01283
u6881,72.8618,17.241,18.6796,3.71856,-9.95839,-11.6969,-2.20657,-14.3942
u6882,41.5348,69.347,-68.1306,-58.192,-58.7746,-66.6879,-29.6237,-21.5684
u6883,-107.909,-23.5195,0.560359,-1.31183,-7.27802,-1.09349,-0.666014,1.88728
u6884,-40.1549,-13.6536,0.621517,3.60734,0.669762,-1.25403,7.07892,-3.79199
u6885,11.7891,31.4203,32.7126,-4.97052,10.2073,-9.73827,12.6483,2.93247
u6886,1.20588,-29.6073,2.2904,5.70446,0.206432,-4.98529,-6.46749,0.99542
u6887,80.6522,-50.3889,-7.12218,9.95222,-1.32614,0.749348,-9.27283,-3.85171
u6888,-63.3508,-24.6085,4.04918,0.965858,6.91857,2.01973,2.02026,-2.96047
u6889,6.70584,-30.8481,-5.1872,-7.19389,1.56627,-14.8106,3.28688,-2.80314
u689,-65.0102,-30.2892,3.41225,0.697051,14.8864,-4.49586,-6.33321,-6.31495
u6890,-50.7274,4.63385,11.0965,1.90399,-4.02546,-1.7336,12.1292,-1.70397
u6891,36.2256,-36.6002,-13.9769,-4.14203,-3.75545,3.84704,-7.33669,1.91094
u6892,-83.9038,39.5543,9.78607,9.30436,10.6874,8.0854,-23.2594,-7.57917
u6893,58.3127,41.7644,-20.1327,35.6922,-7.79633,2.62073,6.30338,-14.0842
u6894,22.5615,-32.2218,7.69074,-1.53605,-7.09929,4.59339,-4.44114,3.56387
u6895,79.7242,-18.4303,-7.52954,-12.1356,7.50661,-8.31004,-10.2556,-13.3311
u6896,-45.7347,-24.7973,7.49656,-4.69391,0.108338,2.09732,-6.10093,-1.34621
u6897,-70.8597,61.0655,20.2264,26.7098,-1.17143,-32.9076,1.7881,-5.12675
u6898,-153.811,0.765244,6.7389,4.32888,3.72245,5.45346,6.26216,6.21406
u6899,116.123,-35.8554,2.45437,-2.43768,-8.62635,-0.449788,-8.37733,-9.11225
u69,-26.8016,42.419,19.1335,14.3405,7.88791,7.15977,11.2961,0.713765
u690,37.8176,-2.34096,25.1983,-12.9656,-9.43399,1.22782,-2.70626,-3.10562
u6900,-87.4091,-17.558,6.22424,-1.31912,7.45184,4.72546,-1.70656,3.62967
u6901,-68.0609,-33.5867,-7.35638,1.50266,-1.32404,9.49421,3.70998,6.81684
u6902,48.2714,61.3413,37.8006,-0.641723,19.4279,-13.0386,19.2295,13.1693
u6903,-42.1143,-31.5364,2.20424,-0.175745,-3.79933,5.98977,-2.54758,-3.90821
u6904,-46.0867,-19.5896,5.72639,-0.969423,0.837057,-2.48891,-1.26743,0.161538
u6905,-94.2464,-0.763746,19.052,-0.606135,-4.4935,9.38133,3.68065,4.39949
u6906,-42.472,5.48155,12.7392,-5.30952,0.480263,-14.3281,-0.119401,10.8258
u6907,-64.1519,-9.54851,20.4699,-7.28663,-0.819792,-3.72753,-4.5028,-7.01422
u6908,-39.096,-22.8999,0.886401,4.10183,-11.2168,9.086,1.65772,3.09231
u6909,-95.6349,-11.6791,2.19257,3.24685,5.59913,-1.529,-2.35646,4.92637
u691,26.5976,-31.9774,-6.8347,-9.60577,4.83167,-2.13074,-6.78516,-0.776162
u6910,-160.684,6.21071,16.1472,-5.98707,-2.95347,10.6568,-0.182043,-11.4188
u6911,-63.0112,-35.4735,-10.41,-2.17059,-6.7989,1.86581,5.38392,11.8723
u6912,-78.0987,2.11583,-4.0917,11.8078,-5.4268,-1.51277,8.87748,1.34302
u6913,-35.9984,2.54476,12.106,-3.52851,12.045,3.03195,0.850884,2.79642
u6914,6.84099,8.29647,21.4876,-5.67782,-9.1787,-13.8972,-19.3488,-5.07383
u6915,115.922,-39.45,9.22683,-6.29931,-8.2421,9.31115,-4.53359,-0.320256
u6916,-111.249,-29.9107,1.05796,-3.24539,2.53693,-4.18496,-0.0798012,6.20118
u6917,-25.4986,-21.7636,10.7537,3.89028,-5.55256,-1.25628,1.11173,3.06301
u6918,-22.0621,-1.56738,7.2909,0.731592,-4.56766,-22.0557,0.967383,-6.96459
u6919,50.0557,149.775,-26.6297,-42.7303,-54.6099,-4.41425,-19.2742,-17.4204
u692,-90.4034,-10.832,13.5449,0.914884,5.72522,2.78147,-3.2948,-1.0847
u6920,6.45903,-23.3107,-15.7624,-19.1121,-2.44032,-19.6102,-7.54411,-13.1563
u6921,0.97291,11.4563,29.5639,-0.319556,-4.75247,8.68406,-10.3903,4.75602
u6922,28.011,-50.1053,-3.67027,-2.62638,5.81425,-6.08658,1.23074,4.355
u6923,21.1686,1.58159,-44.1147,-20.9954,-6.18339,-9.40961,1.94328,8.78467
u6924,55.7416,48.2536,-114.714,-7.09134,-21.336,9.11919,49.8686,25.3695
u6925,33.1376,-47.8835,-16.9689,5.77019,-19.2757,6.97855,2.54631,2.81594
u6926,61.7132,-7.25705,29.7908,-3.48878,-10.5121,-1.1604,3.24201,6.08473
u6927,1.67486,8.69494,23.6734,5.15015,-10.1024,0.399887,7.73016,11.4511
u6928,6.26028,-48.6673,-3.91467,0.890879,-3.43492,4.56643,-2.91539,4.88366
u6929,-112.905,11.5942,17.1114,18.2944,-6.89668,-14.4936,7.81693,5.14288
u693,-27.7474,-30.6039,5.12365,-2.31247,1.94544,-2.97112,-0.138925,-2.07027
u6930,-49.2379,-40.3981,-9.07304,-1.93828,5.15921,-1.30923,3.71735,1.31851
u6931,-256.009,11.8168,-21.6992,-6.42269,19.6276,-17.5733,12.5462,-1.98958
u6932,87.3786,-11.6256,1.43534,11.9412,13.3406,-8.31102,12.0787,-10.3921
u6933,-29.1278,-15.8915,0.0564118,1.5984,-4.53562,-9.36841,2.11152,-0.997173
u6934,74.4372,-36.576,-9.74224,18.1575,-3.02912,-7.75621,4.36688,1.03867
u6935,52.2711,17.7673,38.025,-4.8259,-17.2358,3.37552,-0.404544,-10.7236
u6936,53.4373,64.3601,29.9348,-15.9178,32.1478,9.40271,15.3886,-9.10437
u6937,-119.267,-2.76452,-3.45487,-0.91689,21.2938,3.91441,-4.61257,6.05246
u6938,6.67434,32.8096,38.7067,0.593431,-3.59232,-4.74109,0.487264,15.4664
u6939,-107.098,-30.8677,-9.88621,-5.34447,-7.79925,3.92017,-11.539,-6.81525
u694,109.468,-28.9423,-12.434,-28.4848,6.95256,-2.38275,-10.1959,-8.92359
u6940,-174.14,-15.7867,3.38949,-3.05322,-1.09519,6.95185,-2.03024,-0.954395
u6941,23.9778,-34.1586,-3.93914,-0.492461,8.15876,5.74077,3.2584,4.75376
u6942,-37.1069,41.5496,21.4511,3.93988,13.4081,-2.04093,13.1475,-1.35095
u6943,-66.2034,-28.8068,0.386617,3.63245,-0.551046,-7.45549,-0.316742,-2.09328
u6944,135.092,-12.5909,-14.6998,12.9364,-17.8123,15.0875,-17.9869,-7.88871
u6945,-31.1816,-19.8213,15.946,-2.39121,4.50148,-3.91203,-0.867298,1.97207
u6946,-60.9025,-34.0096,-13.0087,-2.77542,-5.14643,-3.13344,-2.86095,6.27659
u6947,-39.9439,-30.8251,1.17977,-4.92368,-4.30078,-1.2646,2.79219,7.24793
u6948,-112.261,7.88015,18.6687,12.9899,7.04678,-18.8113,8.71758,7.69061
u6949,-215.497,19.3535,19.4296,3.54942,6.92315,7.30319,-6.92234,7.54012
u695,-7.62205,-39.8651,0.423275,-0.849443,-3.41634,0.695922,-2.84987,2.09475
u6950,-54.6122,-8.80257,19.3795,2.42564,10.9042,4.5526,0.766226,-2.58609
u6951,-128.591,-19.792,-6.29227,-10.9038,1.64403,-2.91799,0.810618,-5.29202
u6952,-6.34283,-39.3148,-14.6128,2.63431,-1.92834,5.22423,-4.48901,-3.35282
u6953,31.4828,50.3663,-53.8895,-34.9602,26.4615,21.0013,-0.19304,-0.624919
u6954,-80.7639,-17.3341,9.81394,9.49906,-0.0670632,-2.95296,-3.62845,1.02305
u6955,73.1696,-37.4693,-0.122053,-0.0191975,9.12963,0.499028,4.7817,-3.41327
u6956,-59.0119,27.0087,35.5912,4.43052,-4.66409,-4.48023,3.17658,1.69082
u6957,-145.314,-16.5795,-8.94791,2.12147,0.973919,-5.95615,-0.0607357,-9.03469
u6958,-23.3948,-38.261,-4.82947,0.500058,-3.51358,-6.61311,1.91616,1.97677
u6959,52.6747,-24.6882,-1.00109,10.1051,-1.76075,10.422,3.88848,7.63405
u696,70.4671,-32.6295,-1.68135,3.31881,2.20853,11.0718,-11.97,2.02771
u6960,-32.2109,-28.5921,11.3316,4.36656,-1.73227,-0.859644,-2.85346,2.32839
u6961,-33.6734,91.1316,-15.869,-32.875,46.1384,33.2383,-0.855758,-1.94442
u6962,-33.0824,-34.8705,3.75522,-0.28613,-2.14916,-3.22363,-0.902492,4.049
u6963,-33.7316,-15.2232,-13.0419,-3.28616,6.39787,-9.99927,6.01131,-5.64695
u6964,-70.1097,-8.14735,13.4025,-3.17795,-2.18092,4.4221,-3.22198,-0.387406
u6965,-113.091,8.19314,-19.3776,47.0866,45.1128,-4.19525,13.5232,-17.5642
u6966,61.8715,15.9071,-21.9196,-20.0639,18.3099,23.4775,-1.42256,1.67777
u6967,8.00841,48.5087,53.3179,7.31066,5.82514,-5.4482,10.5318,3.95641
u6968,151.949,-7.79894,19.0754,-0.872675,9.9059,-10.3434,4.43558,11.5267
u6969,11.9362,-11.5296,21.318,-0.126565,-12.0545,2.10939,-5.2489,9.64629
u697,21.7443,-12.8254,12.5656,0.842386,9.74479,-9.70621,14.0263,2.64165
u6970,-2.84582,-28.9035,-7.92914,-7.27053,-3.19932,-9.1618,2.24423,17.6111
u6971,24.4781,-15.5973,18.2405,-8.51033,-8.57632,2.82452,-3.09869,-0.284058
u6972,-2.11456,43.6456,32.3365,22.9892,-0.910139,24.3651,8.77936,6.9909
u6973,106.835,1.95798,24.5416,5.42073,-14.673,-11.3444,-3.52009,5.12018
u6974,7.74912,-20.6554,-30.1447,-26.003,0.563931,-19.7608,-4.63108,0.782153
u6975,0.315507,39.2091,-32.9151,-13.5457,6.20945,9.92744,5.68441,-10.0688
u6976,-73.8475,20.5902,13.7449,-7.13095,-14.835,-16.8755,2.14267,-20.442
u6977,-159.343,93.2518,-104.893,42.5384,-16.0981,-34.6378,2.45531,11.3549
u6978,-129.895,2.57371,12.7954,-5.49092,1.82544,11.9061,5.2262,-4.76297
u6979,75.5485,-24.9786,5.55669,9.8637,13.2487,8.12651,-2.43091,7.42582
u698,56.6221,2.10043,14.7413,-2.84055,-5.28847,-4.3194,1.18852,-6.00471
u6980,-11.0189,-17.4673,16.5641,11.8278,0.0792084,3.9943,7.21286,-1.985
u6981,-18.2343,-36.198,-3.96422,-2.65402,5.90922,-6.0174,-4.61401,4.82221
u6982,31.8563,-44.6119,0.661318,-1.90261,-3.83305,4.81436,-5.41307,4.52203
u6983,-67.918,-19.8453,6.76126,-3.38143,0.763481,-1.21672,3.40373,2.16305
u6984,47.3912,-2.24874,4.55979,-14.353,-3.8494,-4.55716,5.09697,-11.8045
u6985,-33.3888,-33.8563,3.32138,-2.97457,-2.44847,2.63384,-1.67878,6.40543
u6986,63.9934,-39.9614,7.39396,-3.24931,-0.634852,-1.04557,0.723417,3.61087
u6987,-3.49168,75.5484,-74.8222,49.2325,-41.2864,-23.0566,4.12262,-5.26405
u6988,-97.9953,44.9466,-0.850518,14.291,-21.1842,10.6145,-36.9249,-10.113
u6989,86.6941,-3.9112,6.28656,23.015,18.3692,12.9649,9.01418,5.35067
u699,-1.33653,71.0591,-54.6799,-48.3598,-11.805,16.4886,25.2077,14.0776
u6990,142.789,64.7241,5.23472,-28.8256,14.8775,-58.2075,-27.2022,11.101
u6991,-98.3206,-35.4159,-1.07159,-1.96069,5.69286,1.60036,-3.53373,-3.50576
u6992,96.6893,-33.7663,2.25129,7.20648,-13.3918,9.59985,6.40165,9.51416
u6993,-46.6846,-19.2595,-2.50622,-0.0947564,14.1281,4.80389,0.691676,2.61526
u6994,80.9221,-38.3367,3.23773,-3.89241,-0.0298467,8.33073,-2.37173,3.15121
u6995,-174.921,99.0623,-44.7616,36.5125,-18.0494,-48.4565,9.43359,1.32578
u6996,24.8464,-27.1353,-5.99646,-4.78834,7.71357,-2.67412,14.345,1.70816
u6997,47.5787,-31.9081,-0.275198,-4.68067,2.81895,-2.08737,9.94173,-2.22234
u6998,97.351,69.8534,50.452,27.8893,-14.0928,-13.7986,14.545,3.68943
u6999,-26.9791,-10.5888,17.941,-3.71476,4.3585,6.33347,-6.6836,-2.89284
u7,31.8993,-42.6411,-24.6824,-6.51374,-2.78104,10.5699,-9.02453,11.103
u70,99.7694,-1.49756,-12.9898,0.803613,-32.654,-15.2915,20.1692,-41.3157
u700,66.9205,-52.5537,-18.7054,0.64285,11.5059,-8.20629,-3.09109,-9.26033
u7000,132.846,-34.2334,3.86382,7.57826,-4.35959,13.4427,-2.79112,1.58766
u7001,21.0748,47.4848,-79.2105,22.0286,12.7681,70.6176,-6.85314,-17.7233
u7002,95.6484,-14.1701,27.2211,10.3558,-8.01389,6.7241,-3.68942,9.34883
u7003,74.3927,38.7966,33.9839,14.285,-23.6888,-17.8794,7.83815,14.0189
u7004,-119.284,2.35157,17.3257,5.4831,0.63796,7.92356,5.57547,2.02432
u7005,48.1209,-48.9686,-2.20268,-3.87215,-5.1235,0.826965,-9.4755,7.71419
u7006,-33.2456,-22.9235,10.8818,-5.44244,-5.42795,4.76928,-1.87704,-0.00378555
u7007,24.4715,3.59862,3.38783,1.4883,20.6055,-1.9174,4.76204,-0.635544
u7008,-183.104,-2.24861,8.77048,-4.02879,2.2039,5.29619,7.34895,-6.30465
u7009,44.2149,-54.5906,-10.8485,5.51562,12.0642,-5.87011,5.09289,-4.17418
u701,-86.6498,-33.3428,1.09584,1.37519,0.425335,2.0184,-1.61624,2.94449
u7010,35.9775,43.3113,19.3664,4.15781,21.8192,-7.02963,19.8481,7.42153
u7011,-29.7061,8.94017,14.0389,-34.8858,6.37786,6.12442,2.08891,-12.9549
u7012,-51.805,-6.80444,-4.48997,-16.5824,18.4656,1.9934,0.307034,-2.45442
u7013,1.81896,-30.965,-8.26357,2.62378,6.31948,-5.28507,-1.60537,5.50676
u7014,20.4361,-49.051,-7.54108,4.7743,0.0126878,5.10668,-4.12058,5.69166
u7015,139.501,16.6924,20.4501,-3.4513,14.1189,-45.5686,-18.4413,15.5928
u7016,-98.1963,33.7233,-14.5345,23.9215,20.2829,8.95918,6.29895,5.45077
u7017,-91.5171,-15.9007,4.73837,-0.000533172,-0.473075,8.69169,-3.50517,8.12878
u7018,-111.304,47.5657,5.86299,4.73038,-8.53889,-25.877,-12.4862,10.7403
u7019,-68.2758,61.8101,15.6857,3.16721,5.10968,10.593,13.8341,-26.5331
u702,-20.1973,-45.0832,-9.89382,1.51756,-0.146228,2.5513,3.12754,-0.810797
u7020,91.0396,64.7584,-73.8985,-76.9816,48.2601,-125.206,-75.1814,-25.9696
u7021,110.171,-23.6302,-54.1271,-30.5803,28.0829,-29.7679,37.1989,21.6245
u7022,55.7384,-26.6933,-21.4987,-12.5962,26.326,-15.6189,0.490302,9.76645
u7023,17.9379,-11.8221,13.0806,1.44318,-0.763716,6.12666,8.49724,-3.64167
u7024,-56.7972,-23.8022,-12.6431,-5.38018,-24.2088,-3.7468,-3.86969,-13.1324
u7025,-13.6684,-41.1579,-0.379161,2.56388,-3.22562,-0.736716,3.02129,0.634567
u7026,-92.2741,-32.8831,-2.41173,-4.46166,-4.66485,2.10703,-1.50948,6.59768
u7027,-94.4281,-28.6696,-4.99152,9.29282,6.47131,3.8238,6.87349,1.24194
u7028,93.184,4.27663,-13.1825,-17.7418,-9.35705,-15.0558,-4.52237,-10.5792
u7029,48.2372,-5.11535,-4.13751,19.6128,17.9877,1.34928,9.46833,-0.132313
u703,29.07,-12.9973,25.1997,-13.2165,-7.62813,-11.1543,-15.6586,7.51383
u7030,-11.9343,-17.3566,6.84694,-1.80054,1.05778,3.77243,-3.8074,6.7412
u7031,19.9064,95.9001,-22.5644,56.4335,-9.94579,-17.8172,-47.5456,-10.8206
u7032,22.7817,-21.2397,11.1308,8.50409,-6.94104,3.75406,-3.61497,8.29958
u7033,-1.36884,35.4198,42.6658,-6.37187,-26.8513,-8.67324,-12.2331,-8.74947
u7034,37.2605,78.6346,-8.09452,-22.8955,-53.8743,11.5743,21.7411,-5.70915
u7035,-14.5868,-33.465,-9.94513,1.84456,-5.80067,6.14736,2.67422,6.2736
u7036,8.0844,-38.9453,-19.9941,11.7576,17.4602,-1.95458,12.6934,2.87979
u7037,-108.653,-30.8758,-9.37407,9.25311,6.91418,-2.55265,16.7295,-2.53885
u7038,-20.8257,54.292,9.0918,-8.87399,17.0103,-1.50874,8.2747,-11.1187
u7039,-86.517,-0.472416,6.97929,-8.02711,11.5356,-12.9198,-7.57128,3.93305
u704,-184.954,32.3852,29.5594,4.73134,-3.78432,3.23217,3.89729,16.1153
u7040,51.7942,-5.04811,14.1872,-0.239073,4.04331,6.49345,-8.84968,-10.6774
u7041,-84.0898,12.8296,24.2391,-0.376054,-2.91161,8.14839,-2.80791,0.299342
u7042,-79.9514,21.4482,39.973,5.3385,5.99291,0.920473,1.15528,4.25908
u7043,-49.3438,45.5855,-58.496,-6.07703,2.67272,-0.141885,-8.66978,-22.893
u7044,-65.0131,-33.5896,-3.53675,7.01781,1.25217,-3.68686,3.20369,3.62268
u7045,134.909,18.4271,49.0844,-2.48292,8.58449,14.3327,-6.35956,-6.48558
u7046,-104.615,-10.6298,-6.62942,-3.44363,-4.45658,-3.67617,-4.58815,-5.25729
u7047,-124.499,-20.0027,-0.930244,2.76888,-0.512486,6.76505,-1.03125,1.15822
u7048,11.3643,-45.0912,-10.6724,5.97425,0.499119,0.214655,-0.7228,6.31902
u7049,0.760109,37.1648,-103.32,13.9611,26.0583,9.52406,-3.66597,-10.5386
u705,-18.0394,-24.1019,12.1609,6.14995,-8.84501,4.40518,0.00111734,6.28904
u7050,36.4296,3.42053,-46.3309,-22.6595,-2.14601,29.3151,-20.2569,-5.53924
u7051,44.1762,6.77363,34.4531,-5.95346,17.2307,-4.38927,7.82509,-3.45
u7052,28.9234,-30.3527,8.3572,1.13406,-3.54887,-2.61426,-0.0910125,2.89573
u7053,12.011,-44.5115,-6.9219,0.615129,-11.6354,8.37582,-0.515804,1.05919
u7054,104.772,64.628,49.2788,16.455,7.99541,1.73405,2.97966,14.0161
u7055,31.6076,-51.9641,-11.1596,3.14168,0.413668,-2.56213,-1.12862,13.6256
u7056,7.79957,-0.199203,-39.2226,-9.03895,13.1387,31.6395,-8.30599,4.21237
u7057,14.405,-21.745,-2.6087,5.93159,4.67921,-2.24281,-4.76139,-7.24473
u7058,-47.0881,-4.09141,15.3725,-2.52426,-5.0501,9.30186,-1.60734,-11.3135
u7059,-57.3835,-15.9009,10.2145,0.287586,2.52123,10.4319,-0.490795,1.41103
u706,57.4844,-35.0514,0.12519,6.8329,-3.36989,-3.70161,-6.1336,13.6662
u7060,1.34619,35.0392,-52.738,-55.4556,35.883,-1.83391,-4.8694,4.91165
u7061,-58.1773,-15.8318,-35.7706,-39.6308,-33.3611,18.1003,-2.57364,-0.0122289
u7062,-13.3203,-39.6047,-6.52071,-1.07603,-0.713881,-3.41675,-4.80913,-1.16024
u7063,72.0347,103.127,-2.5378,-44.4913,62.0412,-16.0226,7.71966,31.1088
u7064,11.8594,38.7077,43.2246,2.50975,-2.87326,7.26433,-1.10234,-4.09915
u7065,-9.48793,32.3773,-7.65863,14.2088,-3.46039,-3.81366,10.8283,-7.50514
u7066,80.6625,-24.1705,18.7194,5.9691,-9.28229,4.59088,3.44048,-2.92549
u7067,101.003,-58.5279,-13.4831,-3.53703,-1.57359,-2.52912,-4.25314,5.63377
u7068,-31.5006,18.0231,5.67213,4.43154,-17.9141,-8.66704,-7.07911,-9.44441
u7069,113.961,-56.9175,-3.49588,7.66108,3.6419,-4.04383,0.0567481,0.339091
u707,23.3037,99.209,-80.5843,-10.0509,-30.2512,45.5792,-1.87764,-11.9974
u7070,-18.6552,-0.680661,12.5408,13.3151,1.54239,-4.5275,11.2803,-7.07518
u7071,116.175,105.394,-61.472,30.8142,46.4184,78.2377,19.0741,-6.57665
u7072,-64.8401,-16.0221,9.82342,2.10954,4.16697,9.85871,-2.38798,-2.80487
u7073,-50.371,-23.8074,14.0739,6.2362,0.946565,1.53082,2.81654,0.262451
u7074,-18.3712,-19.0439,-17.8281,-26.4818,-9.22066,-1.87773,1.6812,-12.0658
u7075,11.4052,-41.2384,-1.84759,-3.92773,-1.27198,-2.22925,-8.33282,-1.10021
u7076,-18.611,44.3786,-43.0628,52.3644,-27.25,-7.46279,4.06979,-4.94485
u7077,-20.528,-15.1178,14.2779,-4.54915,2.52356,2.8014,3.79551,1.98922
u7078,-11.9808,-20.1737,8.10201,0.417055,-7.93848,10.7974,2.3539,3.06219
u7079,13.9277,-40.2615,-3.66364,2.55165,-0.790467,2.232,1.02542,-0.855098
u708,76.5751,64.2747,-50.7944,-43.2474,21.4403,27.174,17.0467,12.0281
u7080,11.6012,23.3623,24.6654,6.01213,-9.95504,-17.5616,3.62886,-7.34503
u7081,-32.2201,77.7199,1.88756,-28.3967,-14.7202,48.7239,-81.3973,-36.4126
u7082,26.141,46.0176,-48.4458,-0.894671,-57.0107,10.1316,24.9413,77.2526
u7083,74.2254,2.86891,18.1817,-1.81888,12.8225,-6.49928,9.02662,19.2864
u7084,44.0626,-46.634,0.559609,0.161619,-5.26172,4.03049,0.742421,1.34667
u7085,54.6112,-12.3309,-30.4417,-24.9765,4.628,14.2168,-2.08405,4.61121
u7086,-56.9995,-32.062,-9.43956,1.96945,13.9455,-4.65743,16.4606,-0.151573
u7087,-4.92124,-17.5456,5.77494,16.792,1.23537,0.723284,1.23314,6.86285
u7088,3.70652,-41.144,-5.64992,-17.2477,-4.98045,6.836,-6.3292,-4.77409
u7089,5.41931,67.5435,-122.269,36.5999,-34.1391,-38.7601,7.91498,-14.2312
u709,-12.6736,-14.6749,13.9569,1.55938,-9.26754,7.31597,-3.74483,2.87142
u7090,65.2985,5.35974,13.1874,-3.15395,11.7532,14.5301,8.69676,4.11
u7091,13.8151,-14.5134,20.7972,3.78976,5.6984,4.74478,-0.947801,1.25555
u7092,-82.8021,-11.8491,6.01806,-5.23754,-7.27877,-0.132027,0.790694,1.31165
u7093,-14.4371,-44.4124,-4.47486,0.588866,-4.00974,2.76664,-2.59838,2.77403
u7094,-45.1562,-14.9129,11.3212,5.7654,-3.1452,16.6166,-1.63676,1.66088
u7095,36.9403,68.9616,-48.1647,-105.137,7.10751,3.70724,10.2814,-17.9231
u7096,31.7445,-13.2938,15.1071,3.19651,-9.95908,12.9412,-0.0280735,-1.69831
u7097,-76.2608,-15.901,5.49997,3.79782,-12.7022,2.66676,11.4973,0.606899
u7098,69.6146,43.6857,-38.0322,-5.94894,-20.2206,-26.2811,3.09859,-7.88828
u7099,-74.8172,117.855,-58.5208,11.4341,-58.9346,59.1127,45.9194,-6.65621
u71,6.18454,-32.6334,-7.21032,6.33069,1.01028,3.16225,-2.69718,7.53832
u710,-48.0064,-14.0095,15.9995,3.25163,1.14291,-6.40603,3.65663,16.1813
u7100,24.0142,51.7823,25.0087,18.1088,20.7107,13.9709,24.0186,-10.5103
u7101,-113.473,-9.2562,6.45889,5.911,0.385815,-1.26043,-1.61873,-2.77753
u7102,-63.0583,7.96681,7.34415,-6.67744,9.19893,7.48132,-6.36062,-9.71187
u7103,-77.239,-21.1327,3.75664,-6.97337,-5.4625,-6.65883,-4.30373,7.29217
u7104,24.4484,38.035,-19.1899,-45.7963,4.98584,16.947,6.96826,25.1479
u7105,23.5144,-28.4643,-4.26756,2.2393,5.39878,7.09016,-3.16245,4.83819
u7106,41.5155,-3.94484,11.0518,5.91735,8.27217,4.80051,-1.60287,1.79725
u7107,-41.5568,-38.3892,-9.11899,-0.130979,0.924212,6.48708,-5.59762,0.139088
u7108,-34.9,-26.2368,1.68103,3.94441,4.72955,1.30497,3.24771,-4.3626
u7109,-85.4899,36.8569,35.5073,-5.53406,-8.02711,3.2219,5.72181,-3.95522
u711,62.7466,-43.0026,-12.4545,6.67908,-9.31546,4.0423,-10.7459,7.73326
u7110,20.9695,-35.7063,-7.61415,-1.46492,-8.20155,-4.01555,11.8778,-11.6796
u7111,-50.4874,-40.308,-7.1918,4.1612,1.27989,0.778805,0.0792095,0.676555
u7112,63.3408,17.3617,-25.5817,31.2241,54.3695,3.15639,32.9831,-12.0384
u7113,15.1077,4.6441,2.28847,-18.3831,8.2213,-9.41867,-9.03401,7.52992
u7114,43.9229,2.51534,24.2943,-1.69735,-16.13,-4.0901,25.0206,3.41876
u7115,140.753,-50.74,-8.23422,0.0861927,-9.17559,6.74524,2.81976,6.63498
u7116,-106.209,-18.5119,3.1939,4.33237,4.3894,2.70577,7.90127,-0.927149
u7117,-49.4069,-4.6878,2.09335,23.4195,22.2653,-2.46006,21.1114,-9.9879
u7118,21.5621,-29.087,6.7377,3.07629,-9.31589,7.70309,-0.531109,5.01803
u7119,-34.4405,-31.7427,-9.09014,-1.39989,-2.86519,2.92075,-0.221887,10.0431
u712,-83.6585,-20.7851,4.71599,0.189675,1.84964,-1.65313,-0.169636,1.65552
u7120,29.7714,1.57211,21.9511,9.01303,-15.3381,4.99957,1.7067,4.27765
u7121,98.4179,132.847,38.125,-24.3079,17.3377,41.4833,4.06988,-46.7983
u7122,-16.8781,7.33983,-5.84695,-13.5134,15.0849,-3.63375,4.62892,-16.5936
u7123,-79.7111,-22.5909,7.57707,-0.921654,2.49473,-5.05651,-3.34213,-5.28519
u7124,-29.7684,-3.54874,12.2518,-12.0241,14.337,-2.65096,-16.675,-8.93034
u7125,21.6237,1.27552,10.72,17.6175,10.2002,10.9976,-8.55265,4.18836
u7126,59.8545,-48.2638,-11.6817,9.70438,5.25077,1.68998,-4.7502,11.4062
u7127,-44.915,-6.94805,6.133,6.33772,-2.47964,-8.24011,13.6118,6.97312
u7128,56.0999,27.2319,47.5657,2.15624,-3.5133,16.1959,-5.82179,-7.24007
u7129,108.679,50.5639,17.9838,-31.7181,-26.7842,-23.6011,-6.52974,3.36823
u713,-50.9935,-39.5315,-1.82466,0.902957,-3.66112,1.25586,2.36466,3.96847
u7130,54.9749,-36.3712,-17.0026,3.11739,-2.14405,3.53522,-7.375,6.85179
u7131,-17.3513,-35.848,2.41401,5.08397,-0.505111,3.58771,0.188828,-0.120066
u7132,-45.3284,-35.9374,0.522279,-1.35189,-4.34345,-2.10812,-2.80131,0.792772
u7133,-42.6348,-10.6587,-8.58796,-2.53747,0.853282,-21.9222,2.18364,15.3459
u7134,-124.446,-16.7506,-4.72331,14.8244,7.97625,-7.0893,3.19692,3.53116
u7135,-109.014,-7.99055,10.8536,-0.261172,-7.65802,-7.91022,-1.1414,1.46035
u7136,-7.98543,27.0174,40.7169,6.04303,-3.62988,20.8456,-0.485829,-4.47407
